CNT_d_nm,CNT_l_nm,CNT_wt_pct,CNT_vol_frac,Al_particle_size_um,Al_wt_pct,ISS_MPa,Sinter_T_K,Porosity_pct,sigma_y_MPa,Hardness_GPa,sigma_UTS_MPa
140.0,4669.41176470588,2.3489932885906,0.03,5.435995342108624,97.6510067114094,85.0,855.1,1.4230769230769231,240.4536319265,1.0275,335.0
20.0,666.942800788955,2.3489932885906,0.03,5.589095757148086,97.6510067114094,84.5,853.7666666666667,1.4487179487179487,239.018087855297,1.0213,333.0
20.0,655.108481262328,2.3489932885906,0.03,5.746508121630123,97.6510067114094,84.5,852.4333333333334,1.4743589743589742,236.864771748493,1.0121,330.0
20.0,489.428007889546,2.3489932885906,0.03,7.17635345000141,97.6510067114094,84.5,841.7666666666667,1.6794871794871795,206.71834625323,0.8833,288.0
20.0,596.131687242798,3.53535353535354,0.045,2.054901022533454,96.4646464646465,135.0,901.8,0.525,514.544171957343,2.0,620.0
20.0,768.9304487060941,1.17056856187291,0.015,5.071341888060203,98.8294314381271,150.52076923076925,858.4333333333334,1.358974358974359,249.770779980398,1.0673,395.0
20.0,1193.144222247443,2.3489932885906,0.03,2.7526338856984163,97.6510067114094,178.40192307692305,887.7666666666667,0.7948717948717949,353.143841515934,1.509,492.0
20.0,1367.1491362863987,3.53535353535354,0.045,2.143809454025156,96.4646464646465,187.04115384615383,899.7666666666667,0.5641025641025641,481.347773766546,2.0,580.0
20.0,1410.1097858041046,3.53535353535354,0.045,2.085084727980338,96.4646464646465,189.0046153846154,901.1,0.5384615384615383,497.945972861944,2.0,600.0
20.0,1285.1145015205477,3.53535353535354,0.045,2.266267291171794,96.4646464646465,183.11423076923077,897.1,0.6153846153846152,439.852276028051,1.8795,530.0
20.0,482.962962962963,2.3489932885906,0.03,2.2979594875838187,97.6510067114094,180.0,896.4333333333334,0.6282051282051283,437.840941716911,1.8709,610.0
20.0,153.333333333333,2.3489932885906,0.03,3.206949058574887,97.6510067114094,175.0,880.4333333333334,0.935897435897436,301.464254952627,1.2882,420.0
